customer_id,year_month,net_sales,avg_discount,category_count,loyalty,digital,sales_agent_id,active
C00032,2024-06-01,1246.27,0.21022,2,0,0,A005,1
C00032,2024-07-01,419.03,0.24415,2,0,0,A005,1
C00032,2024-08-01,0.0,0.0,0,0,0,,0
C00037,2024-01-01,0.0,0.0,0,0,0,,0
C00037,2024-02-01,0.0,0.0,0,0,0,,0
C00037,2024-03-01,334.53,0.22235,2,1,1,A014,1
C00037,2024-04-01,0.0,0.0,0,0,0,,0
C00037,2024-05-01,0.0,0.0,0,0,0,,0
C00037,2024-06-01,0.0,0.0,0,0,0,,0
C00037,2024-07-01,1153.62,0.1662,3,1,1,A014,1
C00037,2024-08-01,132.38,0.1654,1,1,1,A014,1
C00044,2024-01-01,753.3000000000001,0.2569,2,0,1,A016,1
C00044,2024-02-01,0.0,0.0,0,0,0,,0
C00044,2024-03-01,80.51,0.1064,1,0,1,A016,1
C00044,2024-04-01,0.0,0.0,0,0,0,,0
C00044,2024-05-01,951.23,0.1828666666666666,1,0,1,A016,1
C00044,2024-06-01,565.8,0.1729,1,0,1,A016,1
C00044,2024-07-01,1104.85,0.1928166666666666,2,0,1,A016,1
C00044,2024-08-01,705.3599999999999,0.1892333333333333,2,0,1,A016,1
C00046,2024-01-01,121.1,0.1877333333333333,2,0,0,A001,1
C00046,2024-02-01,0.0,0.0,0,0,0,,0
C00046,2024-03-01,0.0,0.0,0,0,0,,0
C00046,2024-04-01,926.86,0.1565,2,0,0,A001,1
C00046,2024-05-01,1102.48,0.2208999999999999,2,0,0,A001,1
C00046,2024-06-01,0.0,0.0,0,0,0,,0
C00046,2024-07-01,703.17,0.22365,2,0,0,A001,1
C00046,2024-08-01,363.38,0.192,3,0,0,A001,1
C00047,2024-01-01,0.0,0.0,0,0,0,,0
C00047,2024-02-01,688.79,0.268475,2,0,0,A004,1
C00047,2024-03-01,119.5,0.3724,1,0,0,A004,1
C00047,2024-04-01,0.0,0.0,0,0,0,,0
C00047,2024-05-01,0.0,0.0,0,0,0,,0
C00047,2024-06-01,1870.52,0.2179,3,0,0,A004,1
C00047,2024-07-01,552.6,0.20865,2,0,0,A004,1
C00047,2024-08-01,160.33,0.3148,1,0,0,A004,1
C00048,2024-01-01,0.0,0.0,0,0,0,,0
C00048,2024-02-01,742.48,0.2112,2,1,0,A011,1
C00048,2024-03-01,692.71,0.1771,2,1,0,A011,1
C00048,2024-04-01,0.0,0.0,0,0,0,,0
C00048,2024-05-01,1273.81,0.1998857142857142,3,1,0,A011,1
C00048,2024-06-01,726.33,0.1933333333333333,3,1,0,A011,1
C00048,2024-07-01,0.0,0.0,0,0,0,,0
C00048,2024-08-01,68.89,0.1667,1,1,0,A011,1
C00049,2024-01-01,593.3,0.2108749999999999,2,0,1,A015,1
C00049,2024-02-01,0.0,0.0,0,0,0,,0
C00049,2024-03-01,648.11,0.19438,2,0,1,A015,1
C00049,2024-04-01,476.37,0.1671,1,0,1,A015,1
C00049,2024-05-01,0.0,0.0,0,0,0,,0
C00049,2024-06-01,528.9,0.2964,2,0,1,A015,1
C00049,2024-07-01,395.65,0.1674333333333333,1,0,1,A015,1
C00049,2024-08-01,62.01,0.2282,1,0,1,A015,1
C00051,2024-01-01,0.0,0.0,0,0,0,,0
C00051,2024-02-01,458.28,0.173125,2,0,1,A009,1
C00051,2024-03-01,0.0,0.0,0,0,0,,0
C00051,2024-04-01,1137.71,0.2254285714285714,2,0,1,A009,1
C00051,2024-05-01,0.0,0.0,0,0,0,,0
C00051,2024-06-01,0.0,0.0,0,0,0,,0
C00051,2024-07-01,1279.27,0.2053875,2,0,1,A009,1
C00051,2024-08-01,0.0,0.0,0,0,0,,0
C00054,2024-01-01,317.83000000000004,0.1186333333333333,2,1,0,A018,1
C00054,2024-02-01,130.25,0.2815,1,1,0,A018,1
C00054,2024-03-01,1077.6699999999998,0.2304999999999999,3,1,0,A018,1
C00054,2024-04-01,611.75,0.1923666666666666,2,1,0,A018,1
C00054,2024-05-01,0.0,0.0,0,0,0,,0
C00054,2024-06-01,71.85,0.1197,1,1,0,A018,1
C00054,2024-07-01,0.0,0.0,0,0,0,,0
C00054,2024-08-01,404.69,0.202275,2,1,0,A018,1
C00060,2024-01-01,0.0,0.0,0,0,0,,0
C00060,2024-02-01,0.0,0.0,0,0,0,,0
C00060,2024-03-01,462.81,0.213,2,0,0,A011,1
C00060,2024-04-01,275.45,0.27895,2,0,0,A011,1
C00060,2024-05-01,1340.55,0.2262428571428571,2,0,0,A011,1
C00060,2024-06-01,1049.6,0.172925,2,0,0,A011,1
C00060,2024-07-01,0.0,0.0,0,0,0,,0
C00060,2024-08-01,1845.1,0.1653714285714285,2,0,0,A011,1
C00062,2024-01-01,880.05,0.2146999999999999,3,1,1,A018,1
C00062,2024-02-01,110.13,0.2129,1,1,1,A018,1
C00062,2024-03-01,593.95,0.2281333333333333,2,1,1,A018,1
C00062,2024-04-01,1239.3,0.2148714285714285,2,1,1,A018,1
C00062,2024-05-01,1287.0,0.182,1,1,1,A018,1
C00062,2024-06-01,2437.65,0.2195461538461538,3,1,1,A018,1
C00062,2024-07-01,0.0,0.0,0,0,0,,0
C00062,2024-08-01,86.96,0.1454,1,1,1,A018,1
C00064,2024-01-01,0.0,0.0,0,0,0,,0
C00064,2024-02-01,0.0,0.0,0,0,0,,0
C00064,2024-03-01,0.0,0.0,0,0,0,,0
C00064,2024-04-01,1823.72,0.1367,2,1,1,A006,1
C00064,2024-05-01,179.45,0.2294,2,1,1,A006,1
C00064,2024-06-01,0.0,0.0,0,0,0,,0
C00064,2024-07-01,1052.05,0.23392,2,1,1,A006,1
C00064,2024-08-01,699.7,0.182025,2,1,1,A006,1
C00065,2024-01-01,951.14,0.2521285714285714,3,0,0,A016,1
C00065,2024-02-01,156.66000000000005,0.1617,1,0,0,A016,1
C00065,2024-03-01,1529.2,0.21739,2,0,0,A016,1
C00065,2024-04-01,0.0,0.0,0,0,0,,0
C00065,2024-05-01,405.08,0.2062333333333333,2,0,0,A016,1
C00065,2024-06-01,0.0,0.0,0,0,0,,0
C00065,2024-07-01,1305.55,0.20015,3,0,0,A016,1
C00065,2024-08-01,113.51,0.2264499999999999,2,0,0,A016,1
C00070,2024-01-01,0.0,0.0,0,0,0,,0
C00070,2024-02-01,815.2,0.1830666666666666,3,1,1,A018,1
C00070,2024-03-01,201.58,0.1386,1,1,1,A018,1
C00070,2024-04-01,0.0,0.0,0,0,0,,0
C00070,2024-05-01,343.42,0.19055,2,1,1,A018,1
C00070,2024-06-01,0.0,0.0,0,0,0,,0
C00070,2024-07-01,300.51,0.2636,1,1,1,A018,1
C00070,2024-08-01,532.24,0.2234499999999999,2,1,1,A018,1
C00072,2024-01-01,0.0,0.0,0,0,0,,0
C00072,2024-02-01,487.25,0.20415,2,0,0,A016,1
C00072,2024-03-01,110.12,0.16375,1,0,0,A016,1
C00072,2024-04-01,701.62,0.21695,1,0,0,A016,1
C00072,2024-05-01,799.27,0.242725,2,0,0,A016,1
C00072,2024-06-01,0.0,0.0,0,0,0,,0
C00072,2024-07-01,179.86,0.1397999999999999,1,0,0,A016,1
C00072,2024-08-01,823.3399999999999,0.2606,2,0,0,A016,1
C00073,2024-01-01,395.64,0.186225,2,0,1,A005,1
C00073,2024-02-01,593.15,0.1783199999999999,3,0,1,A005,1
C00073,2024-03-01,0.0,0.0,0,0,0,,0
C00073,2024-04-01,1318.72,0.2294,2,0,1,A005,1
C00073,2024-05-01,120.98,0.2245,1,0,1,A005,1
C00073,2024-06-01,496.98,0.2204666666666666,2,0,1,A005,1
C00073,2024-07-01,0.0,0.0,0,0,0,,0
C00073,2024-08-01,0.0,0.0,0,0,0,,0
C00079,2024-01-01,0.0,0.0,0,0,0,,0
C00079,2024-02-01,0.0,0.0,0,0,0,,0
C00079,2024-03-01,733.9,0.194175,1,0,0,A018,1
C00079,2024-04-01,1646.44,0.2150999999999999,2,0,0,A018,1
C00079,2024-05-01,85.85,0.1932,1,0,0,A018,1
C00079,2024-06-01,564.8900000000001,0.2220666666666666,2,0,0,A018,1
C00079,2024-07-01,1069.03,0.2223333333333333,3,0,0,A018,1
C00079,2024-08-01,922.3,0.2010333333333333,2,0,0,A018,1
C00080,2024-01-01,477.11,0.1898,2,1,1,A015,1
C00080,2024-02-01,1280.93,0.19201,3,1,1,A015,1
C00080,2024-03-01,1333.17,0.17705,2,1,1,A015,1
C00080,2024-04-01,65.58,0.1731,1,1,1,A015,1
C00080,2024-05-01,631.8,0.2068333333333333,2,1,1,A015,1
C00080,2024-06-01,1976.74,0.2058375,2,1,1,A015,1
C00080,2024-07-01,0.0,0.0,0,0,0,,0
C00080,2024-08-01,0.0,0.0,0,0,0,,0
C00081,2024-01-01,63.37,0.2335,1,1,0,A018,1
C00081,2024-02-01,769.88,0.1754142857142857,2,1,0,A018,1
C00081,2024-03-01,288.98,0.15,1,1,0,A018,1
C00081,2024-04-01,1582.36,0.173,3,1,0,A018,1
C00081,2024-05-01,0.0,0.0,0,0,0,,0
C00081,2024-06-01,0.0,0.0,0,0,0,,0
C00081,2024-07-01,0.0,0.0,0,0,0,,0
C00081,2024-08-01,1258.56,0.1859799999999999,1,1,0,A018,1
C00082,2024-01-01,0.0,0.0,0,0,0,,0
C00082,2024-02-01,96.9,0.20865,2,1,0,A009,1
C00082,2024-03-01,594.06,0.2052,2,1,0,A009,1
C00082,2024-04-01,914.3,0.1883428571428571,2,1,0,A009,1
C00082,2024-05-01,1143.83,0.19905,2,1,0,A009,1
C00082,2024-06-01,2450.9700000000003,0.1535444444444444,2,1,0,A009,1
C00082,2024-07-01,0.0,0.0,0,0,0,,0
C00082,2024-08-01,900.75,0.201825,2,1,0,A009,1
C00083,2024-01-01,499.89,0.2010999999999999,2,0,1,A017,1
C00083,2024-02-01,250.6,0.1968,1,0,1,A017,1
C00083,2024-03-01,0.0,0.0,0,0,0,,0
C00083,2024-04-01,704.0,0.2296,2,0,1,A017,1
C00083,2024-05-01,270.29,0.2229499999999999,1,0,1,A017,1
C00083,2024-06-01,1919.0,0.1990909090909091,3,0,1,A017,1
C00083,2024-07-01,429.51,0.2593,2,0,1,A017,1
C00083,2024-08-01,0.0,0.0,0,0,0,,0
C00086,2024-01-01,671.52,0.2019333333333333,1,0,0,A017,1
C00086,2024-02-01,0.0,0.0,0,0,0,,0
C00086,2024-03-01,0.0,0.0,0,0,0,,0
C00086,2024-04-01,2217.99,0.185890909090909,3,0,0,A017,1
C00086,2024-05-01,1169.81,0.2037625,2,0,0,A017,1
C00086,2024-06-01,1254.21,0.238475,1,0,0,A017,1
C00086,2024-07-01,0.0,0.0,0,0,0,,0
C00086,2024-08-01,0.0,0.0,0,0,0,,0
C00089,2024-01-01,1510.28,0.17785,2,1,0,A006,1
C00089,2024-02-01,331.14,0.1509,1,1,0,A006,1
C00089,2024-03-01,0.0,0.0,0,0,0,,0
C00089,2024-04-01,759.72,0.1674,1,1,0,A006,1
C00089,2024-05-01,876.9,0.1955333333333333,1,1,0,A006,1
C00089,2024-06-01,1205.27,0.198275,2,1,0,A006,1
C00089,2024-07-01,1383.58,0.1735166666666666,2,1,0,A006,1
C00089,2024-08-01,3219.03,0.1757923076923077,3,1,0,A006,1
C00091,2024-01-01,173.06,0.2235,1,0,1,A018,1
C00091,2024-02-01,720.18,0.22175,1,0,1,A018,1
C00091,2024-03-01,1088.58,0.196125,1,0,1,A018,1
C00091,2024-04-01,1616.23,0.1892125,3,0,1,A018,1
C00091,2024-05-01,737.97,0.1766333333333333,2,0,1,A018,1
C00091,2024-06-01,537.46,0.2112,1,0,1,A018,1
C00091,2024-07-01,0.0,0.0,0,0,0,,0
C00091,2024-08-01,0.0,0.0,0,0,0,,0
C00092,2024-01-01,0.0,0.0,0,0,0,,0
C00092,2024-02-01,0.0,0.0,0,0,0,,0
C00092,2024-03-01,0.0,0.0,0,0,0,,0
C00092,2024-04-01,0.0,0.0,0,0,0,,0
C00092,2024-05-01,0.0,0.0,0,0,0,,0
C00092,2024-06-01,677.53,0.221475,2,0,0,A005,1
C00092,2024-07-01,653.3,0.2337,2,0,0,A005,1
C00092,2024-08-01,1103.12,0.1986,2,0,0,A005,1
C00093,2024-01-01,1340.4,0.2200111111111111,3,0,1,A001,1
C00093,2024-02-01,0.0,0.0,0,0,0,,0
C00093,2024-03-01,1118.86,0.21565,2,0,1,A001,1
C00093,2024-04-01,0.0,0.0,0,0,0,,0
C00093,2024-05-01,860.7,0.2420749999999999,2,0,1,A001,1
C00093,2024-06-01,571.94,0.26865,1,0,1,A001,1
C00093,2024-07-01,0.0,0.0,0,0,0,,0
C00093,2024-08-01,125.97,0.2058,1,0,1,A001,1
C00097,2024-01-01,0.0,0.0,0,0,0,,0
C00097,2024-02-01,349.59,0.1526,2,0,0,A007,1
C00097,2024-03-01,134.3,0.2233,2,0,0,A007,1
C00097,2024-04-01,0.0,0.0,0,0,0,,0
C00097,2024-05-01,0.0,0.0,0,0,0,,0
C00097,2024-06-01,490.9,0.2431,1,0,0,A007,1
C00097,2024-07-01,221.59,0.2372,1,0,0,A007,1
C00097,2024-08-01,1047.95,0.2042666666666666,2,0,0,A007,1
C00102,2024-01-01,0.0,0.0,0,0,0,,0
C00102,2024-02-01,761.95,0.20095,2,0,0,A016,1
C00102,2024-03-01,607.8700000000001,0.204725,2,0,0,A016,1
C00102,2024-04-01,0.0,0.0,0,0,0,,0
C00102,2024-05-01,174.08,0.1682,1,0,0,A016,1
C00102,2024-06-01,3246.24,0.19196,2,0,0,A016,1
C00102,2024-07-01,126.49,0.3604,1,0,0,A016,1
C00102,2024-08-01,501.17,0.2166666666666666,2,0,0,A016,1
C00105,2024-01-01,0.0,0.0,0,0,0,,0
C00105,2024-02-01,483.98,0.22195,2,1,1,A001,1
C00105,2024-03-01,0.0,0.0,0,0,0,,0
C00105,2024-04-01,0.0,0.0,0,0,0,,0
C00105,2024-05-01,0.0,0.0,0,0,0,,0
C00105,2024-06-01,0.0,0.0,0,0,0,,0
C00105,2024-07-01,0.0,0.0,0,0,0,,0
C00105,2024-08-01,697.88,0.2259666666666666,2,1,1,A001,1
C00106,2024-01-01,1159.03,0.1687,2,1,1,A011,1
C00106,2024-02-01,442.72,0.1725249999999999,2,1,1,A011,1
C00106,2024-03-01,1985.35,0.1736083333333333,3,1,1,A011,1
C00106,2024-04-01,1921.67,0.1726,2,1,1,A011,1
C00106,2024-05-01,658.47,0.17215,2,1,1,A011,1
C00106,2024-06-01,1539.7,0.1528333333333333,2,1,1,A011,1
C00106,2024-07-01,0.0,0.0,0,0,0,,0
C00106,2024-08-01,0.0,0.0,0,0,0,,0
C00107,2024-01-01,990.32,0.217,3,1,1,A005,1
C00107,2024-02-01,0.0,0.0,0,0,0,,0
C00107,2024-03-01,0.0,0.0,0,0,0,,0
C00107,2024-04-01,495.4,0.2338666666666666,1,1,1,A005,1
C00107,2024-05-01,0.0,0.0,0,0,0,,0
C00107,2024-06-01,361.23,0.2029999999999999,1,1,1,A005,1
C00107,2024-07-01,962.02,0.176525,3,1,1,A005,1
C00107,2024-08-01,0.0,0.0,0,0,0,,0
C00108,2024-01-01,0.0,0.0,0,0,0,,0
C00108,2024-02-01,0.0,0.0,0,0,0,,0
C00108,2024-03-01,498.28,0.1770333333333333,2,0,0,A017,1
C00108,2024-04-01,0.0,0.0,0,0,0,,0
C00108,2024-05-01,1751.27,0.1962,2,0,0,A017,1
C00108,2024-06-01,665.69,0.2091666666666666,2,0,0,A017,1
C00108,2024-07-01,0.0,0.0,0,0,0,,0
C00108,2024-08-01,0.0,0.0,0,0,0,,0
C00111,2024-01-01,170.86,0.246,1,0,0,A011,1
C00111,2024-02-01,361.19,0.2231333333333333,2,0,0,A011,1
C00111,2024-03-01,347.95,0.2507749999999999,3,0,0,A011,1
C00111,2024-04-01,0.0,0.0,0,0,0,,0
C00111,2024-05-01,858.0,0.2153,2,0,0,A011,1
C00111,2024-06-01,998.84,0.2059714285714285,3,0,0,A011,1
C00111,2024-07-01,936.03,0.2059333333333333,2,0,0,A011,1
C00111,2024-08-01,0.0,0.0,0,0,0,,0
C00113,2024-01-01,796.14,0.2110599999999999,2,0,1,A004,1
C00113,2024-02-01,0.0,0.0,0,0,0,,0
C00113,2024-03-01,777.98,0.212,2,0,1,A004,1
C00113,2024-04-01,0.0,0.0,0,0,0,,0
C00113,2024-05-01,0.0,0.0,0,0,0,,0
C00113,2024-06-01,604.5999999999999,0.23095,1,0,1,A004,1
C00113,2024-07-01,0.0,0.0,0,0,0,,0
C00113,2024-08-01,635.8,0.2419,2,0,1,A004,1
C00116,2024-01-01,217.83,0.146,1,0,0,A005,1
C00116,2024-02-01,0.0,0.0,0,0,0,,0
C00116,2024-03-01,133.17,0.261,1,0,0,A005,1
C00116,2024-04-01,484.62,0.1382,3,0,0,A005,1
C00116,2024-05-01,275.46,0.1317,1,0,0,A005,1
C00116,2024-06-01,0.0,0.0,0,0,0,,0
C00116,2024-07-01,0.0,0.0,0,0,0,,0
C00116,2024-08-01,350.25,0.2102,1,0,0,A005,1
C00119,2024-01-01,227.42,0.14785,2,1,0,A007,1
C00119,2024-02-01,0.0,0.0,0,0,0,,0
C00119,2024-03-01,1212.64,0.2026333333333333,3,1,0,A007,1
C00119,2024-04-01,519.15,0.229175,2,1,0,A007,1
C00119,2024-05-01,0.0,0.0,0,0,0,,0
C00119,2024-06-01,691.95,0.214,2,1,0,A007,1
C00119,2024-07-01,0.0,0.0,0,0,0,,0
C00119,2024-08-01,774.41,0.0763,1,1,0,A007,1
C00125,2024-01-01,625.9000000000001,0.2082,2,1,0,A018,1
C00125,2024-02-01,0.0,0.0,0,0,0,,0
C00125,2024-03-01,0.0,0.0,0,0,0,,0
C00125,2024-04-01,1219.77,0.2089599999999999,2,1,0,A018,1
C00125,2024-05-01,0.0,0.0,0,0,0,,0
C00125,2024-06-01,1827.68,0.2168166666666666,1,1,0,A018,1
C00125,2024-07-01,103.45,0.2025,1,1,0,A018,1
C00125,2024-08-01,382.9,0.2049333333333333,2,1,0,A018,1
C00126,2024-01-01,604.62,0.1678,2,1,0,A014,1
C00126,2024-02-01,1785.65,0.1286857142857143,3,1,0,A014,1
C00126,2024-03-01,0.0,0.0,0,0,0,,0
C00126,2024-04-01,688.89,0.2185,2,1,0,A014,1
C00126,2024-05-01,1779.55,0.1806625,2,1,0,A014,1
C00126,2024-06-01,0.0,0.0,0,0,0,,0
C00126,2024-07-01,1000.14,0.1771,2,1,0,A014,1
C00126,2024-08-01,1039.84,0.2054625,3,1,0,A014,1
C00128,2024-01-01,0.0,0.0,0,0,0,,0
C00128,2024-02-01,0.0,0.0,0,0,0,,0
C00128,2024-03-01,0.0,0.0,0,0,0,,0
C00128,2024-04-01,729.46,0.2096666666666666,2,1,0,A016,1
C00128,2024-05-01,191.37,0.2026,1,1,0,A016,1
C00128,2024-06-01,920.24,0.1969,2,1,0,A016,1
C00128,2024-07-01,0.0,0.0,0,0,0,,0
C00128,2024-08-01,642.67,0.233225,2,1,0,A016,1
C00131,2024-01-01,0.0,0.0,0,0,0,,0
C00131,2024-02-01,0.0,0.0,0,0,0,,0
C00131,2024-03-01,0.0,0.0,0,0,0,,0
C00131,2024-04-01,844.12,0.2344,2,1,1,A016,1
C00131,2024-05-01,342.75,0.19105,2,1,1,A016,1
C00131,2024-06-01,162.49,0.1333,1,1,1,A016,1
C00131,2024-07-01,0.0,0.0,0,0,0,,0
C00131,2024-08-01,2650.86,0.179425,1,1,1,A016,1
C00132,2024-01-01,79.96,0.1178,1,1,1,A015,1
C00132,2024-02-01,0.0,0.0,0,0,0,,0
C00132,2024-03-01,170.33,0.2696,1,1,1,A015,1
C00132,2024-04-01,911.2,0.2126428571428571,2,1,1,A015,1
C00132,2024-05-01,1544.89,0.1817166666666666,2,1,1,A015,1
C00132,2024-06-01,0.0,0.0,0,0,0,,0
C00132,2024-07-01,440.6,0.232775,2,1,1,A015,1
C00132,2024-08-01,0.0,0.0,0,0,0,,0
C00134,2024-01-01,0.0,0.0,0,0,0,,0
C00134,2024-02-01,903.04,0.2603666666666666,2,0,0,A006,1
C00134,2024-03-01,35.47,0.261,1,0,0,A006,1
C00134,2024-04-01,1104.21,0.2355,2,0,0,A006,1
C00134,2024-05-01,0.0,0.0,0,0,0,,0
C00134,2024-06-01,0.0,0.0,0,0,0,,0
C00134,2024-07-01,0.0,0.0,0,0,0,,0
C00134,2024-08-01,1018.92,0.2095666666666666,2,0,0,A006,1
C00135,2024-01-01,0.0,0.0,0,0,0,,0
C00135,2024-02-01,395.15,0.2007749999999999,2,1,1,A014,1
C00135,2024-03-01,1246.69,0.2020142857142857,2,1,1,A014,1
C00135,2024-04-01,0.0,0.0,0,0,0,,0
C00135,2024-05-01,0.0,0.0,0,0,0,,0
C00135,2024-06-01,0.0,0.0,0,0,0,,0
C00135,2024-07-01,629.56,0.2473,2,1,1,A014,1
C00135,2024-08-01,582.1700000000001,0.13124,2,1,1,A014,1
C00138,2024-01-01,0.0,0.0,0,0,0,,0
C00138,2024-02-01,816.29,0.19585,2,1,1,A014,1
C00138,2024-03-01,1511.39,0.188775,2,1,1,A014,1
C00138,2024-04-01,0.0,0.0,0,0,0,,0
C00138,2024-05-01,0.0,0.0,0,0,0,,0
C00138,2024-06-01,538.45,0.2045,2,1,1,A014,1
C00138,2024-07-01,0.0,0.0,0,0,0,,0
C00138,2024-08-01,674.92,0.1306,2,1,1,A014,1
C00143,2024-01-01,251.58,0.20685,1,1,0,A001,1
C00143,2024-02-01,0.0,0.0,0,0,0,,0
C00143,2024-03-01,0.0,0.0,0,0,0,,0
C00143,2024-04-01,492.36,0.1782666666666666,1,1,0,A001,1
C00143,2024-05-01,2429.11,0.18828,3,1,0,A001,1
C00143,2024-06-01,2011.43,0.185325,2,1,0,A001,1
C00143,2024-07-01,0.0,0.0,0,0,0,,0
C00143,2024-08-01,170.22,0.1636,1,1,0,A001,1
C00149,2024-01-01,190.99,0.1752999999999999,1,1,1,A005,1
C00149,2024-02-01,0.0,0.0,0,0,0,,0
C00149,2024-03-01,796.0899999999999,0.2258666666666666,2,1,1,A005,1
C00149,2024-04-01,1402.86,0.2122333333333333,3,1,1,A005,1
C00149,2024-05-01,836.9,0.176075,2,1,1,A005,1
C00149,2024-06-01,800.8199999999999,0.2174666666666666,2,1,1,A005,1
C00149,2024-07-01,1068.88,0.1637857142857142,3,1,1,A005,1
C00149,2024-08-01,564.94,0.1697333333333333,2,1,1,A005,1
C00150,2024-01-01,401.08,0.1893666666666666,1,1,1,A009,1
